Name,OS,Price,Resolution,Screen,Size,Primary,Secondary,Weight,Sensors,Announced
Motorola V.box(V100),,,"126 x 64 pixels, 7 lines",Monochrome graphic,,,,83,,2000
Motorola Accompli 009,,,"240 x 160 pixels, 55 x 35 mm","CSTN, 256 colors",,,,216,,2001
Motorola Timeport 280,,,"128 x 100 pixels, 7 lines x 16 chars","Monochrome graphic, Optimax",,,,109,,2001
Motorola V66,,,"96 x 54 pixels, 5 lines","Monochrome graphic, Optimax",,,,79,,2001
Motorola Timeport 250,,,"98 x 64 pixels, 5 lines","Monochrome graphic, Optimax",,,,97,,2001
Motorola Talkabout T191,,,"98 x 64 pixels, 5 lines",Monochrome graphic,,,,80,,2001
Motorola V60,,,96 x 64 pixels,Monochrome graphic,,,,109,,"4Q, 2001"
Motorola Talkabout T192,,,"98 x 64 pixels, 5 lines",Monochrome graphic,,,,117,,2001
Motorola Timeport 260,,,5 lines,"Monochrome graphic, Optimax",,,,108,,2002
Motorola Accompli 008,,,"320 x 240 pixels, 8 lines","Monochrome graphics, resistive touchscreen",,,,155,,2002
Motorola Accompli 388,,,"320 x 240 pixels, 8 lines",Monochrome graphic,,,,130,,2002
Motorola V70,,,"96 x 64 pixels, 3 lines + prompts",Monochrome graphic,,,,83,,2002
Motorola V60i,,,96 x 64 pixels,Monochrome graphic,,,,103,,"4Q, 2002"
Motorola E360,,,128 x 96 pixels,"CSTN, 4096 colors",,,,85,,Oct-02
Motorola T720,,,"120 x 160 pixels, 9 lines","CSTN, 4096 colors",,,,100,,Oct-02
Motorola C331,,,"98 x 64 pixels, 5 lines",Grayscale graphic,,,,83,,2002
Motorola C332,,,"98 x 64 pixels, 5 lines",Grayscale graphic,,,,84,,2002
Motorola C333,,,"98 x 64 pixels, 5 lines",Grayscale graphic,,,,75,,2002
Motorola V600,,,"176 x 220 pixels, 8 lines","TFT, 65K colors",,VGA,No,115,,"2003, Oct"
Motorola C350,,,"96 x 64 pixels, 5 lines","CSTN, 4096 colors",,,,80,,"2003, 1Q"
Motorola A760,Linux,,240 x 320 pixels,"TFT resistive touchscreen, 65K colors",,CIF,No,120,,2003
Motorola C230,,,"96 x 64 pixels, 5 lines",Grayscale graphic,,,,80,,"2003, 1Q"
Motorola E390,,,176 x 220 pixels,"TFT, 65K colors",,VGA,No,100,,"2003, 4Q"
Motorola A388c,,,240 x 350 pixels,"TFT resistive touchscreen, 65K colors",,,,138,,"2003, 2Q"
Motorola T720i,,,"120 x 160 pixels, 9 lines","CSTN, 4096 colors",,,,100,,Oct-02
Motorola V66i,,,"96 x 54 pixels, 5 lines","Monochrome graphic, Optimax",,,,79,,2001
Motorola T190,,,"98 x 64 pixels, 5 lines,",Monochrome graphic,,,,99,,"Sept, 2002"
Motorola C300,,,"98 x 64 pixels, 5 lines",Monochrome graphic,,,,82,,"Sept, 2002"
Motorola v8088,,,96 x 64 pixels,Monochrome graphic,,,,79,,"3Q, 2000"
Motorola V500,,,"176 x 220 pixels, 8 lines","TFT, 65K colors",,VGA,No,123,,"2003, 3Q"
Motorola V300,,,"176 x 220 pixels, 8 lines","TFT, 65K colors",,VGA,No,122,,"2003, 3Q"
Motorola E365,,,"128 x 160 pixels, 7 lines","TFT, 65K colors",,VGA,No,93,,"2003, 2Q"
Motorola C200,,,"98 x 64 pixels, 5 lines",Monochrome graphic,,,,84,,"2003, 3Q"
Motorola MPx200,Microsoft Smartphone 2002,,"176 x 220 pixels, 9 lines (~128 ppi pixel density)","TFT, 65k colors","2.2 inches, 35 x 44 mm (~35.7% screen-to-body ratio)",,,118,,"2003, 3Q"
Motorola V690,,,"128 x 160 pixels, 9 lines","TFT, 65K colors",,"VGA, LED flash",No,93,,"2003, 3Q"
Motorola A920,"Symbian OS v7.0, UIQ 2.0",,208 x 320 pixels,"TFT resistive touchscreen, 65K colors",,VGA,Yes,212,,2003
Motorola A835,,,176 x 220 pixels,"TFT, 65K colors",,VGA,Yes,157,,2003
Motorola A830,,,176 x 220 pixels,"TFT, 4096 colors",,,,157,,2003
Motorola E380,,,"96 x 65 pixels, 4 lines","CSTN, 4096 colors",,,,85,,2003
Motorola T725,,,"120 x 160 pixels, 9 lines","CSTN, 4096 colors",,QVGA,No,100,,2003
Motorola V750,,,120 x 160 pixels,"TFT, 65k colors",,CIF,No,110,,"2003, 3Q"
Motorola C450,,,"96 x 65 pixels, 5 lines","CSTN, 4096 colors",,,,85,,"2003, 4Q"
Motorola C336,,,"98 x 64 pixels, 5 lines",Grayscale graphic,,,,80,,2002
Motorola C550,,,"101 x 80 pixels, 5 lines","CSTN, 4096 colors",,VGA,No,94,,"2003, 4Q"
Motorola V150,,,"96 x 65 pixels, 4 lines","CSTN, 4096 colors",,,,75,,"2003, 4Q"
Motorola V525,,,"176 x 220 pixels, 4 lines","TFT, 65K colors",,VGA,No,114,,"2003, 3Q"
Motorola V290,,,128 x 128 pixels,"CSTN, 4096 colors",,,,97,,"2003, 3Q"
Motorola V295,,,128 x 128 pixels,"CSTN, 4096 colors",,VGA,No,97,,"2003, 3Q"
Motorola C250,,,"96 x 65 pixels, 4 lines","CSTN, 4096 colors",,,,80,,"2003, 2Q"
Motorola V878,,,128 x 160 pixels,"TFT, 65K colors",,"VGA, LED flash",No,85,,"2003, 4Q"
Motorola A925,"Symbian OS v7.0, UIQ 2.0",,208 x 320 pixels,"TFT resistive touchscreen, 65K colors",,VGA,Yes,210,,"2003, 4Q"
Motorola V80,,,"176 x 220 pixels, 8 lines","TFT, 65K colors",,VGA,No,108,,"2003, 4Q"
Motorola V303,,,"176 x 220 pixels, 4 lines","TFT, 65K colors",,VGA,No,123,,"2003, 3Q"
Motorola V180,,,128 x 128 pixels,"CSTN, 65K colors",,,,92,,"2004, 1Q"
Motorola V220,,,128 x 128 pixels,"CSTN, 65K colors",,VGA,No,100,,"2003, 4Q"
Motorola V400p,,,"176 x 220 pixels, 8 lines","TFT, 65K colors",,VGA,No,123,,"2004, 1Q"
Motorola A1000,"Symbian OS v7.0, UIQ v2.1 UI",,208 x 320 pixels (~132 ppi pixel density),"TFT resistive touchscreen, 65K colors","2.9 inches, 40 x 62 mm (~37.2% screen-to-body ratio)",1.3 MP,Yes,160,,"2004, 1Q"
Motorola E1000,,,240 x 320 pixels (~174 ppi pixel density),"TFT, 256K colors",2.3 inches (~27.6% screen-to-body ratio),"1.2 MP, LED flash",Yes,140,,"2004, 1Q"
Motorola V1000,,,240 x 320 pixels (~182 ppi pixel density),"LCD, 256K colors","2.2 inches, 33 x 45 mm",1.3 MP,Yes,91,,"2004, 1Q"
Motorola C380/C385,,,"128 x 128 pixels, 5 lines","CSTN, 65K colors",,,,80,,"2004, 1Q"
Motorola A630,,,"176 x 220 pixels, 8 lines","TFT, 65K colors",,VGA,No,100,,"2004, 1Q"
Motorola C205,,,"98 x 64 pixels, 5 lines",Monochrome graphic,,,,84,,"2004, 1Q"
Motorola A768i,Linux,,240 x 320 pixels,"TFT resistive touchscreen, 65K colors",,CIF,No,120,,"2004, 1Q"
Motorola MPx220,Microsoft Smartphone 2003,,"176 x 220 pixels, 8 lines (~141 ppi pixel density)","TFT, 65k colors","2.0 inches, 31 x 39 mm (~26.2% screen-to-body ratio)","1.3 MP, LED flash",No,110,,"2004, 1Q"
Motorola MPx100,Microsoft Smartphone 2003,,"176 x 220 pixels, 9 lines","TFT, 65k colors",,"1.3 MP, LED flash",No,130,,"2004, 1Q"
Motorola E680,Linux,,240 x 320 pixels (~160 ppi pixel density),"TFT resistive touchscreen, 65K colors","2.5 inches, 38 x 50 mm (~33.0% screen-to-body ratio)",VGA,No,133,,"2004, 1Q"
Motorola E398,,,"176 x 220 pixels, 8 lines (~148 ppi pixel density)","TFT, 65K colors","1.9 inches, 30 x 37 mm (~22.9% screen-to-body ratio)","VGA, LED flash",No,108,,"2004, 1Q"
Motorola C650,,,"128 x 128 pixels, 6 lines","CSTN, 65k colors",,VGA,No,85,,"2004, 1Q"
Motorola A840,,,176 x 220 pixels (~128 ppi pixel density),"TFT, 256K colors","2.2 inches, 35 x 44 mm (~33.1% screen-to-body ratio)","1.3 MP, LED flash",No,115,,"2004, 1Q"
Motorola V291,,,128 x 128 pixels,"CSTN, 4096 colors",,,,97,,"2003, 3Q"
Motorola C975,,,176 x 220 pixels (~148 ppi pixel density),"TFT, 65K colors","1.9 inches, 30 x 37 mm (~18.8% screen-to-body ratio)",VGA,Yes,139,,"2004, 3Q"
Motorola V501,,,"176 x 220 pixels, 8 lines","TFT, 65K colors",,VGA,No,113,,"2004, 1Q"
Motorola V872,,,128 x 160 pixels,"TFT, 65K colors",,VGA,No,90,,"2004, 3Q"
Motorola RAZR V3,,,"176 x 220 pixels, 9 lines (~128 ppi pixel density)","TFT, 256K colors",2.2 inches (~29.3% screen-to-body ratio),VGA,No,95,,"2004, 3Q"
Motorola V555,,,"176 x 220 pixels, 8 lines","TFT, 65K colors",,VGA,No,120,,"2004, 3Q"
HTC MTeoR,Microsoft Windows Mobile 5.0 Smartphone,,240 x 320 pixels (~182 ppi pixel density),"TFT, 65K colors","2.2 inches, 34 x 45 mm (~27.2% screen-to-body ratio)",1.3 MP,No,120,,"2006, June"
HTC TyTN,Microsoft Windows Mobile 5.0 PocketPC,,240 x 320 pixels (~143 ppi pixel density),"TFT resistive touchscreen, 65K colors","2.8 inches, 42 x 57 mm (~37.0% screen-to-body ratio)","2 MP, LED flash",QCIF videocall camera,176,,"2006, June"
HTC P3300,Microsoft Windows Mobile 5.0 PocketPC,,240 x 320 pixels (~143 ppi pixel density),"TFT resistive touchscreen, 65K colors","2.8 inches, 58 x 42 mm (~38.8% screen-to-body ratio)",2 MP,No,127,,"2006, September"
HTC P3600,Microsoft Windows Mobile 5.0 PocketPC,,240 x 320 pixels (~143 ppi pixel density),"TFT resistive touchscreen, 65K colors",2.8 inches (~38.6% screen-to-body ratio),2 MP,VGA videocall camera,150,,"2006, September"
HTC S310,Microsoft Windows Mobile 5.0 Smartphone,,176 x 220 pixels (~141 ppi pixel density),"TFT, 65K colors",2.0 inches (~24.8% screen-to-body ratio),1.3 MP,No,,,"2006, September"
HTC S620,Microsoft Windows Mobile 5.0 Smartphone,,240 x 320 pixels (~167 ppi pixel density),"TFT, 65K colors","2.4 inches, 50 x 37 mm (~25.6% screen-to-body ratio)",1.3 MP,No,130,,"2006, September"
HTC P4350,Microsoft Windows Mobile 5.0 PocketPC,,240 x 320 pixels (~143 ppi pixel density),"TFT resistive touchscreen, 65K colors","2.8 inches, 42 x 57 mm (~37.8% screen-to-body ratio)",2 MP,No,168,,"2006, November"
HTC P3350,Microsoft Windows Mobile 5.0 PocketPC,,240 x 320 pixels (~143 ppi pixel density),"TFT resistive touchscreen, 65K colors",2.8 inches (~38.8% screen-to-body ratio),2 MP,No,130,,"2007, February"
HTC P3400,Microsoft Windows Mobile 5.0 PocketPC,,240 x 320 pixels (~143 ppi pixel density),"TFT resistive touchscreen, 65K colors",2.8 inches (~38.4% screen-to-body ratio),2 MP,No,126,,"2007, February"
HTC Advantage X7500,Microsoft Windows Mobile 5.0 for PocketPC Phone Edition,,640 x 480 pixels (~160 ppi pixel density),"TFT resistive touchscreen, 256K colors (65K effective)",5.0 inches (~59.4% screen-to-body ratio),"3.15 MP, autofocus, LED flash",VGA videocall camera,359,,"2007, February"
HTC S710,Microsoft Windows Mobile 6.0 Standard,,240 x 320 pixels (~167 ppi pixel density),"TFT, 65K colors",2.4 inches (~35.3% screen-to-body ratio),2 MP,No,120,,"2007, February"
HTC Shift,Microsoft Vista Business and SnapVUE OS,,800 x 480 pixels (Wide-VGA) (~133 ppi pixel density),"TFT resistive touchscreen, 16M colors",7.0 inches (~52.2% screen-to-body ratio),VGA,Yes,800,Fingerprint,"2007, March. Released 2008, February"
HTC P6300,Microsoft Windows Mobile 5.0 PocketPC,,240 x 320 pixels (~114 ppi pixel density),"TFT resistive touchscreen, 65K colors",3.5 inches (~41.7% screen-to-body ratio),2 MP,No,200,,"2007, May"
HTC Touch,Microsoft Windows Mobile 6.0 Professional,,240 x 320 pixels (~143 ppi pixel density),"TFT resistive touchscreen, 65K colors",2.8 inches (~41.9% screen-to-body ratio),2 MP,No,112,,"2007, June"
HTC TyTN II,Microsoft Windows Mobile 6.0 Professional,,240 x 320 pixels (~143 ppi pixel density),"TFT resistive touchscreen, 65K colors",2.8 inches (~36.7% screen-to-body ratio),"3.15 MP, autofocus",VGA videocall camera,190,,"2007, July"
HTC S630,Microsoft Windows Mobile 6.0 Standard Edition,,240 x 320 pixels (~167 ppi pixel density),"TFT, 65K colors",2.4 inches (~25.4% screen-to-body ratio),2 MP,No,120,,"2006, September"
HTC S730,Microsoft Windows Mobile 6.0 Standard,,240 x 320 pixels (~167 ppi pixel density),"TFT, 65K colors",2.4 inches (~33.1% screen-to-body ratio),2 MP,VGA videocall camera,150,,"2007, October. Released 2007, December"
HTC P3600i,Microsoft Windows Mobile 6.0 Professional,,240 x 320 pixels (~143 ppi pixel density),"TFT resistive touchscreen, 65K colors",2.8 inches (~38.6% screen-to-body ratio),2 MP,VGA videocall camera,150,,"2007, August"
HTC Touch Dual,Microsoft Windows Mobile 6.0 Professional,,240 x 320 pixels (~154 ppi pixel density),"TFT resistive touchscreen, 65K colors",2.6 inches (~35.6% screen-to-body ratio),2 MP,CIF videocall camera,120,,"2007, October. Released 2007, November"
HTC P6500,Microsoft Windows Mobile 6.0 Professional,,240 x 320 pixels (~114 ppi pixel density),"TFT resistive touchscreen, 65K colors",3.5 inches (~37.9% screen-to-body ratio),"3 MP, autofocus",No,220,Fingerprint,"2007, October. Released 2008, April"
HTC Touch Cruise,Microsoft Windows Mobile 6.0 Professional,,240 x 320 pixels (~143 ppi pixel density),"TFT resistive touchscreen, 65K colors",2.8 inches (~38.1% screen-to-body ratio),"3.15 MP, autofocus",VGA videocall camera,130,,"2007, November. Released 2008, January"
HTC P3470,Microsoft Windows Mobile 6.0 Professional,,240 x 320 pixels (~143 ppi pixel density),"TFT resistive touchscreen, 65K colors",2.8 inches (~38.6% screen-to-body ratio),2 MP,No,122,,"2008, February. Released 2008, March"
HTC Advantage X7510,Microsoft Windows Mobile 6.0 Professional,,640 x 480 pixels (~160 ppi pixel density),"TFT resistive touchscreen, 256K colors (65K effective)",5.0 inches (~59.4% screen-to-body ratio),"3.15 MP, autofocus, LED flash",VGA videocall camera,375,,"2008, February. Released 2008, June"
HTC Touch Diamond,Microsoft Windows Mobile 6.1 Professional,,480 x 640 pixels (~286 ppi pixel density),"TFT resistive touchscreen, 65K colors",2.8 inches (~46.7% screen-to-body ratio),"3.15 MP, autofocus",VGA videocall camera,110,"Accelerometer, proximity","2008, May. Released 2008, May"
HTC Touch Pro,Microsoft Windows Mobile 6.1 Professional,,480 x 640 pixels (~286 ppi pixel density),"TFT resistive touchscreen, 65K colors",2.8 inches (~46.7% screen-to-body ratio),"3.15 MP, autofocus, LED flash",VGA videocall camera,165,Accelerometer,"2008, June. Released 2008, August"
HTC S740,Microsoft Windows Mobile 6.1 Standard,,240 x 320 pixels (~167 ppi pixel density),"TFT, 65K colors",2.4 inches (~35.3% screen-to-body ratio),3.2 MP,No,140,,"2008, August. Released 2008, November"
HTC Touch HD,Microsoft Windows Mobile 6.1 Professional,,480 x 800 pixels (~246 ppi pixel density),"TFT resistive touchscreen, 65K colors",3.8 inches (~56.9% screen-to-body ratio),"5 MP, autofocus",VGA videocall camera,146,"Accelerometer, proximity","2008, September. Released 2008, November"
HTC Touch 3G,Microsoft Windows Mobile 6.1 Professional,,240 x 320 pixels (~143 ppi pixel density),"TFT resistive touchscreen, 65K colors",2.8 inches (~44.4% screen-to-body ratio),3.15 MP,No,96,,"2008, September. Released 2008, November"
HTC Touch Viva,Microsoft Windows Mobile 6.1 Professional,,240 x 320 pixels (~143 ppi pixel density),"TFT resistive touchscreen, 65K colors",2.8 inches (~39.4% screen-to-body ratio),2 MP,No,110,,"2008, September. Released 2008, October"
HTC MAX 4G,Microsoft Windows Mobile 6.1 Professional,,480 x 800 pixels (~246 ppi pixel density),"TFT resistive touchscreen, 65K colors",3.8 inches (~57.4% screen-to-body ratio),"3.15 MP, autofocus",VGA videocall camera,151,"Accelerometer, proximity","2008, November. Released 2009"
HTC Touch Cruise 09,Microsoft Windows Mobile 6.1 Professional,,240 x 320 pixels (~143 ppi pixel density),"TFT resistive touchscreen, 65K colors",2.8 inches (~44.5% screen-to-body ratio),3.15 MP,No,103,,"2009, January. Released 2009, February"
HTC Dream,"Android OS, v1.6 (Donut)",,320 x 480 pixels (~180 ppi pixel density),"TFT capacitive touchscreen, 65K colors",3.2 inches (~46.5% screen-to-body ratio),"3.15 MP, autofocus",No,158,"Accelerometer, compass","2009, February. Released 2009, June"
HTC Touch Diamond2,"Microsoft Windows Mobile 6.1 Professional, upgradeable to Windows Mobile 6.5",,480 x 800 pixels (~292 ppi pixel density),"TFT resistive touchscreen, 65K colors",3.2 inches (~50.9% screen-to-body ratio),"5 MP, autofocus",VGA videocall camera,117,Accelerometer,"2009, February. Released 2009, April"
HTC Touch Pro2,"Microsoft Windows Mobile 6.1 Professional, upgradeable to Windows Mobile 6.5",,480 x 800 pixels (~259 ppi pixel density),"TFT resistive touchscreen, 65K colors",3.6 inches (~53.7% screen-to-body ratio),"3.15 MP, autofocus",VGA videocall camera,178,Accelerometer,"2009, February"
HTC Magic,"Android OS, v1.6 (Donut)",,320 x 480 pixels (~180 ppi pixel density),"TFT capacitive touchscreen, 65K colors",3.2 inches (~49.1% screen-to-body ratio),"3.15 MP, autofocus",No,118,"Accelerometer, compass","2009, February"
HTC Snap,Microsoft Windows Mobile 6.1 Standard,,320 x 240 pixels (~167 ppi pixel density),"TFT, 65K colors",2.4 inches (~24.9% screen-to-body ratio),2 MP,No,120,,"2009, March"
HTC Hero,"Android OS, v1.5 (Cupcake)",,320 x 480 pixels (~180 ppi pixel density),"TFT capacitive touchscreen, 65K colors",3.2 inches (~48.4% screen-to-body ratio),"5 MP, autofocus",No,135,"Accelerometer, compass","2009, June"
HTC Ozone,Microsoft Windows Mobile 6.1 Standard,,320 x 240 pixels (~167 ppi pixel density),"TFT, 65K colors",2.4 inches (~24.6% screen-to-body ratio),2 MP,No,105,,"2009, March"
HTC Touch2,Microsoft Windows Mobile 6.5 Professional,,240 x 320 pixels (~143 ppi pixel density),"TFT resistive touchscreen, 65K colors",2.8 inches (~42.4% screen-to-body ratio),3.15 MP,No,110,,"2009, September"
HTC Tattoo,Android OS v1.6 (Donut),,240 x 320 pixels (~143 ppi pixel density),"TFT resistive touchscreen, 65K colors",2.8 inches (~41.5% screen-to-body ratio),3.15 MP,No,113,"Accelerometer, compass","2009, September"
HTC Pure,Microsoft Windows Mobile 6.5 Professional,,480 x 800 pixels (~292 ppi pixel density),"TFT resistive touchscreen, 65K colors",3.2 inches (~50.9% screen-to-body ratio),"5 MP, autofocus",VGA videocall camera,117,Accelerometer,"2009, October"
HTC HD2,Microsoft Windows Mobile 6.5 Professional,,480 x 800 pixels (~217 ppi pixel density),"TFT capacitive touchscreen, 65K colors",4.3 inches (~65.2% screen-to-body ratio),"5 MP, autofocus, dual LED flash",No,157,"Accelerometer, proximity, compass","2009, October"
HTC Tilt2,"Microsoft Windows Mobile 6.1 Professional, upgradeable to Windows Mobile 6.5",,480 x 800 pixels (~259 ppi pixel density),"TFT resistive touchscreen, 65K colors",3.6 inches (~53.7% screen-to-body ratio),"3.15 MP, autofocus",No,178,Accelerometer,"2009, February"
HTC Desire,"Android OS, v2.1 (Eclair), upgradable to v2.2 (Froyo)",,480 x 800 pixels (~252 ppi pixel density),"AMOLED or SLCD capacitive touchscreen, 16M colors",3.7 inches (~54.6% screen-to-body ratio),"5 MP, autofocus, LED flash",No,135,"Accelerometer, proximity, compass","2010, February"
HTC Smart,,,240 x 320 pixels (~143 ppi pixel density),"TFT resistive touchscreen, 256K colors",2.8 inches (~42.4% screen-to-body ratio),"3.15 MP, LED flash",No,108,,"2010, January"
HTC Touch Diamond2 CDMA,Microsoft Windows Mobile 6.5 Professional,,480 x 800 pixels (~259 ppi pixel density),"TFT resistive touchscreen, 256K colors (65K effective)",3.6 inches (~50.6% screen-to-body ratio),"5 MP, autofocus",Yes,150,Accelerometer,"2009, December. Released 2009, December"
HTC 7 Trophy,Microsoft Windows Phone 7,,480 x 800 pixels (~246 ppi pixel density),"S-LCD capacitive touchscreen, 16M colors",3.8 inches (~56.4% screen-to-body ratio),"5 MP, autofocus, LED flash",No,140,"Accelerometer, proximity","2010, October"
HTC Legend,"Android OS, v2.1 (Eclair)",,320 x 480 pixels (~180 ppi pixel density),"AMOLED capacitive touchscreen, 16M colors",3.2 inches (~48.4% screen-to-body ratio),"5 MP, autofocus, LED flash",No,126,"Accelerometer, proximity, compass","2010, February"
HTC HD mini,Microsoft Windows Mobile 6.5.3 Professional,,320 x 480 pixels (~180 ppi pixel density),"TFT capacitive touchscreen, 65K colors",3.2 inches (~50.9% screen-to-body ratio),"5 MP, autofocus",No,110,"Accelerometer, proximity","2010, February"
HTC Touch HD T8285,Microsoft Windows Mobile 6.1 Professional,,480 x 800 pixels (~246 ppi pixel density),"TFT resistive touchscreen, 65K colors",3.8 inches (~56.9% screen-to-body ratio),"5 MP, autofocus",VGA videocall camera,146,"Accelerometer, proximity","2008, October. Released 2008, December"
HTC Droid Incredible,"Android OS, v2.1 (Eclair)",,480 x 800 pixels (~252 ppi pixel density),"AMOLED capacitive touchscreen, 16M colors",3.7 inches (~56.7% screen-to-body ratio),"8 MP, autofocus, LED flash",No,130,"Accelerometer, proximity, compass","2010, April"
HTC Wildfire,"Android OS, v2.1 (Eclair), upgradable to v2.2 (Froyo)",,240 x 320 pixels (~125 ppi pixel density),"TFT capacitive touchscreen, 16M colors",3.2 inches (~49.2% screen-to-body ratio),"5 MP, autofocus, LED flash",No,118,"Accelerometer, proximity, compass","2010, May"
HTC HD7,Microsoft Windows Phone 7,,480 x 800 pixels (~217 ppi pixel density),"LCD capacitive touchscreen, 16M colors",4.3 inches (~63.4% screen-to-body ratio),"5 MP, autofocus, dual-LED flash",No,162,"Accelerometer, proximity, compass","2010, October"
HTC Aria,"Android OS, v2.1 (Eclair)",,320 x 480 pixels (~180 ppi pixel density),"TFT capacitive touchscreen,  256K colors",3.2 inches (~50.9% screen-to-body ratio),"5 MP, autofocus",No,115,"Accelerometer, proximity, compass","2010, June"
HTC Desire Z,"Android OS, v2.2 (Froyo), upgradable to v2.3 (Gingerbread)",,480 x 800 pixels (~252 ppi pixel density),"S-LCD capacitive touchscreen, 16M colors",3.7 inches (~54.2% screen-to-body ratio),"5 MP, autofocus, LED flash",No,180,"Accelerometer, proximity, compass","2010, September"
HTC Evo 4G,"Android OS, v2.1 (Eclair), upgradable to v2.3 (Gingerbread)",,480 x 800 pixels (~217 ppi pixel density),"TFT capacitive touchscreen, 65K colors",4.3 inches (~65.4% screen-to-body ratio),"8 MP, autofocus, dual-LED flash",1.3 MP,170,"Accelerometer, proximity, compass","2010, March"
HTC DROID ERIS,"Android OS, v2.1 (Eclair)",,320 x 480 pixels (~180 ppi pixel density),"TFT capacitive touchscreen,  256K colors",3.2 inches (~48.2% screen-to-body ratio),"5 MP, autofocus",No,120,"Accelerometer, proximity","2009, October"
HTC Paradise,Android OS,,320 x 480 pixels (~180 ppi pixel density),"TFT capacitive touchscreen,  256K colors",3.2 inches,3.15 MP,No,-,Accelerometer,Not officially announced yet
HTC Desire HD,"Android OS, v2.2 (Froyo), v2.3 (Gingerbread), not upgradable to v4.0 (Ice Cream Sandwich)",,480 x 800 pixels (~217 ppi pixel density),"LCD capacitive touchscreen, 16M colors",4.3 inches (~62.9% screen-to-body ratio),"8 MP, autofocus, dual-LED flash",No,164,"Accelerometer, proximity, compass","2010, September"
HTC Schubert,Microsoft Windows Phone 7,,,"TFT capacitive touchscreen, 16M colors",,Yes,No,-,"Accelerometer, proximity",Not officially announced yet
HTC Touch Pro2 CDMA,"Microsoft Windows Mobile 6.1 Professional, upgradeable to Windows Mobile 6.5",,480 x 800 pixels (~259 ppi pixel density),"TFT resistive touchscreen, 65K colors",3.6 inches (~53.9% screen-to-body ratio),"3.15 MP, autofocus",No,180,Accelerometer,"2009, May"
HTC Hero CDMA,"Android OS, v2.1 (Eclair)",,320 x 480 pixels (~180 ppi pixel density),"TFT capacitive touchscreen, 65K colors",3.2 inches (~48.2% screen-to-body ratio),"5 MP, autofocus",No,128,"Accelerometer, compass","2009, August"
HTC Touch Pro CDMA,Microsoft Windows Mobile 6.1 Professional,,480 x 640 pixels (~286 ppi pixel density),"TFT resistive touchscreen, 65K colors",2.8 inches (~44.0% screen-to-body ratio),"3.15 MP, autofocus, LED flash",No,150,Accelerometer,"2008, June. Released 2008, August"
HTC Touch Diamond CDMA,Microsoft Windows Mobile 6.1 Professional,,480 x 640 pixels (~286 ppi pixel density),"TFT resistive touchscreen, 65K colors",2.8 inches (~44.9% screen-to-body ratio),"3.15 MP, autofocus",No,115,"Accelerometer, proximity","2008, April. Released 2008, May"
HTC 7 Mozart,Microsoft Windows Phone 7,,480 x 800 pixels (~252 ppi pixel density),"S-LCD capacitive touchscreen, 16M colors",3.7 inches (~54.4% screen-to-body ratio),"8 MP, autofocus, Xenon flash",No,130,"Accelerometer, proximity","2010, October"
HTC Arrive,Microsoft Windows Phone 7,,480 x 800 pixels (~259 ppi pixel density),"TFT capacitive touchscreen, 256K colors",3.6 inches (~53.2% screen-to-body ratio),"5 MP, autofocus, LED flash",No,185,"Accelerometer, proximity, compass","2010, October"
HTC 7 Surround,Microsoft Windows Phone 7,,480 x 800 pixels (~246 ppi pixel density),"Capacitive touchscreen, 16M colors",3.8 inches (~55.8% screen-to-body ratio),"5 MP, autofocus, LED flash",No,165,"Accelerometer, proximity, compass","2010, October"
HTC 7 Pro,Microsoft Windows Phone 7,,480 x 800 pixels (~259 ppi pixel density),Capacitive touchscreen,3.6 inches (~53.2% screen-to-body ratio),"5 MP, autofocus, LED flash",No,185,"Accelerometer, proximity, compass","2010, October"
HTC Wildfire CDMA,"Android OS, v2.1 (Eclair), upgradable to v2.3 (Gingerbread)",,240 x 320 pixels (~125 ppi pixel density),"TFT capacitive touchscreen,  256K colors",3.2 inches (~44.5% screen-to-body ratio),"5 MP, autofocus, LED flash",No,115,"Accelerometer, proximity, compass","2010, October"
HTC Gratia,"Android OS, v2.2 (Froyo)",,320 x 480 pixels (~180 ppi pixel density),"TFT capacitive touchscreen,  256K colors",3.2 inches (~50.9% screen-to-body ratio),"5 MP, autofocus",No,115,"Accelerometer, proximity, compass","2010, October"
HTC EVO Shift 4G,"Android OS, v2.2 (Froyo), upgradable to v2.3 (Gingerbread)",,480 x 800 pixels (~259 ppi pixel density),"TFT capacitive touchscreen, 65K colors",3.6 inches (~52.5% screen-to-body ratio),"5 MP, autofocus, LED flash",Yes,130,"Accelerometer, proximity, compass","2011, January"
HTC ThunderBolt 4G,"Android OS, v2.2 (Froyo), upgradable to v4.0 (Ice Cream Sandwich)",,480 x 800 pixels (~217 ppi pixel density),"TFT capacitive touchscreen, 16M colors",4.3 inches (~65.4% screen-to-body ratio),"8 MP, autofocus, dual-LED flash",1.3 MP,164,"Accelerometer, proximity, compass","2011, January"
HTC Inspire 4G,"Android OS, v2.2 (Froyo), upgradable to v2.3 (Gingerbread)",,480 x 800 pixels (~217 ppi pixel density),"S-LCD capacitive touchscreen, 16M colors",4.3 inches (~62.9% screen-to-body ratio),"8 MP, autofocus, dual-LED flash",No,163,"Accelerometer, proximity, compass","2011, January"
HTC Freestyle,,,320 x 480 pixels (~180 ppi pixel density),"TFT capacitive touchscreen, 256K colors",3.2 inches (~50.5% screen-to-body ratio),3.15 MP,No,128,,"2011, January"
